customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
3776,39,Female,Rural,62326.82,9260.91,70966.61,0.53,1,52.62,3,0,92426.98,422686.52,498042.0,56,stable
3777,18,Female,Urban,38623.61,20210.37,391875.48,0.63,3,48.15,1,1,2700.43,411525.76,623463.52,15,stable
3778,22,Female,Rural,44419.52,21422.49,334012.93,0.4,4,21.68,1,0,71075.66,260807.42,291525.98,42,stable
3779,18,Male,Urban,45487.7,16104.03,37810.33,0.02,2,42.69,2,0,26768.6,7401.79,921796.96,15,stable
3780,34,Female,Rural,58060.89,38948.64,402580.34,0.51,2,61.18,3,2,42449.75,338740.62,401885.11,49,stable
3781,33,Female,Semi-Urban,64807.28,27895.14,403116.7,0.56,0,73.14,1,0,50374.01,489732.51,402475.46,4,stable
3782,31,Female,Semi-Urban,69275.72,31691.42,415912.38,0.36,5,99.89,1,1,36177.2,305716.49,232178.81,2,stable
3783,24,Male,Rural,53820.59,30024.71,310428.97,0.91,1,75.81,2,0,83502.58,114529.39,72812.87,31,stable
3784,23,Female,Urban,77212.0,36691.0,245113.78,0.29,6,69.57,1,0,75411.31,156079.88,163594.24,45,stable
3785,39,Male,Urban,51424.2,31149.16,271401.93,0.04,1,75.77,1,0,81907.31,269213.19,277780.57,37,stable
3786,29,Male,Rural,76396.77,18133.91,268206.05,0.85,1,51.36,1,3,41326.32,340834.15,957094.74,44,stable
3787,38,Male,Urban,64961.09,37121.94,580587.05,0.99,4,65.55,0,1,92350.17,58513.93,415481.96,55,stable
3788,26,Male,Rural,44891.41,6201.74,67259.11,0.82,3,28.86,3,1,80421.3,12994.64,864108.76,18,stable
3789,36,Male,Semi-Urban,84772.44,43229.61,798279.87,0.21,1,96.37,5,1,70336.26,267060.94,436968.54,50,stable
3790,48,Female,Rural,28905.76,19980.7,384790.37,0.18,1,68.28,4,0,16212.34,245980.81,668406.01,28,stable
3791,40,Female,Urban,72821.41,37316.2,600320.73,0.09,3,75.58,0,1,56549.62,398475.75,489536.59,4,stable
3792,30,Male,Urban,47101.16,14025.37,79318.05,0.88,2,18.44,0,0,34915.54,51485.37,566939.8,39,stable
3793,37,Male,Rural,22960.79,9274.3,165323.84,0.74,2,80.53,3,1,84692.53,88885.92,104917.32,35,stable
3794,32,Male,Rural,86785.89,60376.18,614003.97,0.94,6,33.49,2,0,8775.36,436207.15,272886.18,24,stable
3795,35,Male,Rural,55546.86,21515.74,128875.21,0.66,2,9.67,1,0,40629.02,266157.21,100816.97,15,stable
3796,31,Female,Rural,46735.91,26764.25,431954.98,0.04,2,80.46,2,2,36075.08,235304.06,992461.67,21,stable
3797,33,Female,Semi-Urban,46942.72,9829.42,90658.64,0.32,5,44.29,2,0,12281.71,239719.51,99530.17,8,stable
3798,37,Male,Urban,66207.46,40023.19,252044.15,0.61,4,90.87,1,1,38396.36,474105.15,213910.2,26,stable
3799,25,Male,Urban,51624.9,10624.88,133640.49,0.5,2,12.1,4,1,26149.16,380556.45,538828.41,2,stable
3800,24,Male,Rural,81988.6,57079.3,235437.76,0.09,2,27.65,6,0,92478.19,492668.37,668767.3,58,stable
3801,21,Female,Rural,43510.54,7165.31,63157.63,0.03,4,2.95,0,0,48822.57,443184.91,759099.55,12,stable
3802,18,Male,Rural,33049.29,10872.54,89497.26,0.29,5,54.37,0,2,16439.61,223376.2,837874.86,60,stable
3803,22,Female,Semi-Urban,55449.84,28912.99,266742.48,0.69,2,46.5,2,1,58140.46,123964.37,771537.55,1,stable
3804,36,Female,Semi-Urban,56471.87,30894.75,308640.58,0.95,1,5.58,1,0,7713.52,298569.91,959416.31,14,stable
3805,26,Male,Rural,35456.13,10062.17,135598.29,0.66,1,40.44,0,0,23770.6,120529.45,92710.12,42,stable
3806,40,Female,Urban,30143.48,13831.71,42109.04,0.03,4,81.99,2,0,67752.12,321425.68,815723.98,6,stable
3807,35,Male,Semi-Urban,37586.33,5676.71,58663.0,0.84,4,3.69,0,2,35160.85,255002.99,998985.17,11,stable
3808,18,Female,Urban,44535.88,5409.83,59216.49,0.06,3,17.21,2,2,8699.02,373653.88,646063.8,37,stable
3809,41,Male,Semi-Urban,39210.37,7154.63,57708.66,0.72,3,66.04,3,1,67797.5,288208.41,420746.54,2,stable
3810,43,Male,Rural,70348.65,23787.05,366247.79,0.45,4,88.84,2,1,57165.26,249558.35,244329.53,35,stable
3811,25,Male,Rural,46226.4,18177.25,270759.75,0.25,3,34.89,3,1,62310.12,233812.1,925056.04,39,stable
3812,39,Male,Urban,71583.6,11414.2,129983.48,0.65,4,76.51,2,0,70626.71,372428.46,694386.9,35,increase
3813,26,Male,Rural,17254.27,6277.18,109456.2,0.71,3,73.38,1,1,19032.75,297476.39,946407.92,24,stable
3814,35,Male,Urban,57223.0,36984.37,152161.3,0.51,2,60.38,0,1,80545.45,439734.82,179844.46,41,stable
3815,22,Female,Rural,53576.22,24460.99,214201.56,0.8,1,92.99,0,2,63837.42,207723.32,100309.87,35,stable
3816,18,Female,Rural,68639.05,19547.47,278220.88,0.24,3,54.65,1,0,85720.67,279255.77,731892.23,32,stable
3817,31,Male,Urban,49250.09,10484.4,195197.86,0.34,3,54.32,4,0,92644.08,262412.21,527877.16,35,stable
3818,33,Female,Rural,35987.17,14663.78,256363.18,0.65,4,46.94,2,1,41263.46,59358.89,757074.08,58,stable
3819,31,Male,Semi-Urban,53881.3,13145.84,64981.88,0.48,3,24.19,1,2,16568.36,246605.29,528125.49,60,stable
3820,23,Female,Rural,53441.75,35568.13,110905.55,0.08,4,82.18,2,0,40864.08,424657.94,466615.78,9,stable
3821,31,Female,Urban,40470.98,11998.29,144077.38,0.12,2,2.16,0,0,60205.39,79290.87,966484.37,19,stable
3822,37,Male,Rural,47521.5,6038.16,65979.7,0.78,2,86.04,1,1,39425.12,403130.9,543506.92,48,increase
3823,34,Male,Semi-Urban,44070.04,25126.62,214411.97,0.74,0,34.21,1,0,50146.27,322983.12,220392.97,49,stable
3824,36,Female,Rural,75583.62,43449.12,249121.33,0.81,2,14.51,1,0,16616.79,164043.71,79063.34,45,stable
3825,28,Female,Rural,48985.57,31061.85,285716.29,0.12,1,27.08,0,0,84137.22,493165.57,565767.54,36,stable
3826,46,Female,Semi-Urban,49229.92,29120.56,308014.26,0.33,1,44.99,4,0,34442.78,445731.58,952087.83,22,stable
3827,23,Female,Rural,46833.51,13030.79,95182.09,0.78,2,7.0,2,1,78259.4,120712.56,145641.05,36,stable
3828,39,Female,Rural,45208.85,25189.91,55930.0,0.28,4,23.84,1,1,59585.01,444965.85,161883.87,1,stable
3829,46,Female,Urban,53899.78,33146.37,399265.02,0.02,2,70.32,1,0,89869.84,320941.1,445497.68,16,stable
3830,39,Male,Urban,39044.57,23711.59,455808.24,0.79,2,2.41,1,0,82451.78,239442.58,81934.47,2,stable
3831,32,Female,Urban,48389.52,18038.79,148851.67,0.35,4,46.91,0,1,84121.22,119274.27,892642.66,45,stable
3832,29,Male,Urban,27388.96,14285.4,226333.6,0.51,3,34.05,1,0,20030.67,45605.39,810312.02,2,stable
3833,45,Female,Semi-Urban,53502.54,35192.06,637312.34,0.07,5,19.59,1,0,88991.26,238737.39,402876.56,25,stable
3834,20,Male,Urban,53885.08,25613.63,251059.92,0.29,7,61.11,4,1,59094.49,27104.18,844575.95,3,stable
3835,25,Male,Urban,33363.01,9774.17,83088.85,0.83,2,79.14,2,4,61379.91,411535.53,210360.02,31,increase
3836,31,Male,Rural,59432.85,8823.18,159182.45,0.11,2,10.63,2,0,76057.3,40120.66,887821.75,45,stable
3837,47,Male,Semi-Urban,44964.17,7514.04,29255.6,0.7,2,64.48,1,0,44148.22,17266.21,319677.6,19,stable
3838,38,Female,Semi-Urban,71635.11,27811.7,301013.66,0.36,3,17.39,5,1,89797.35,96615.52,718971.23,11,stable
3839,25,Male,Urban,46949.22,21734.56,295626.81,0.37,0,12.21,1,2,19658.59,40226.89,161579.03,27,stable
3840,31,Male,Rural,70119.67,14547.85,205442.39,0.17,3,43.54,1,1,74194.99,228758.56,998578.11,30,stable
3841,28,Female,Semi-Urban,59613.03,12672.4,51135.91,0.02,3,57.61,4,0,52559.11,458597.17,624359.89,18,stable
3842,27,Female,Semi-Urban,32707.84,5550.34,22238.46,0.47,4,52.58,1,2,6828.14,323239.73,792166.83,48,stable
3843,44,Female,Urban,42176.68,12274.36,87932.24,0.98,1,50.74,2,2,9192.35,358053.13,774589.93,3,stable
3844,21,Male,Urban,74938.24,33530.22,538605.57,0.83,4,19.61,2,1,1590.86,390558.01,99039.84,15,stable
3845,51,Female,Urban,63099.89,32269.6,634756.65,0.47,1,82.27,2,0,96303.16,134449.9,468753.49,54,stable
3846,43,Male,Rural,35306.78,22824.21,288352.67,0.61,2,45.47,5,0,85390.13,97561.1,965425.09,44,stable
3847,45,Male,Urban,57781.76,26463.66,368748.71,0.64,4,3.66,0,1,3966.44,250637.95,609388.31,10,stable
3848,30,Male,Semi-Urban,40461.23,9656.8,190086.81,0.87,2,38.97,0,1,31059.96,356796.19,236173.7,19,stable
3849,33,Female,Semi-Urban,45577.19,24448.72,150573.4,0.59,2,47.61,0,1,22962.58,167750.76,757420.13,27,stable
3850,20,Male,Urban,71510.62,45474.14,166898.67,0.93,1,60.62,6,1,78648.42,468170.44,779231.54,43,stable
3851,29,Male,Semi-Urban,57470.44,12981.17,66080.69,0.69,0,74.46,2,1,85116.68,178456.18,497715.71,49,increase
3852,39,Male,Rural,32376.09,18263.76,137511.07,0.18,4,64.34,1,1,40601.78,137476.94,469422.0,54,stable
3853,47,Female,Urban,51462.51,30061.37,428663.17,0.52,5,43.22,6,1,8421.83,367606.5,258497.18,24,stable
3854,23,Female,Semi-Urban,67518.67,19163.74,142505.96,0.28,2,14.95,2,0,94295.16,101014.45,745143.32,4,stable
3855,31,Male,Semi-Urban,55916.5,22371.74,245683.18,0.64,4,98.77,4,0,72727.3,149321.84,780507.02,34,stable
3856,33,Male,Urban,49519.34,17288.17,43064.99,0.36,4,21.11,2,0,2892.45,173874.57,686730.55,24,stable
3857,21,Male,Semi-Urban,42221.07,10566.36,199723.88,0.88,2,29.83,1,0,14997.11,176633.47,685576.6,42,stable
3858,40,Male,Semi-Urban,50625.03,20719.51,261443.03,0.5,3,16.38,1,0,3230.11,207768.72,369041.83,41,stable
3859,27,Female,Urban,10000.0,6247.09,73928.67,0.38,6,43.88,3,1,7289.5,43807.26,259136.66,45,stable
3860,33,Male,Rural,51669.94,7374.18,113631.71,0.64,2,84.84,2,0,78283.63,492521.28,981545.83,27,increase
3861,30,Female,Semi-Urban,34770.95,22492.17,429090.91,0.69,4,74.34,3,3,34489.65,341588.63,968024.28,56,stable
3862,27,Male,Rural,32665.66,4350.19,56578.28,0.93,2,90.65,3,0,32134.93,212474.22,443820.17,25,increase
3863,34,Male,Rural,54896.05,20184.23,287058.5,0.13,2,68.79,1,4,72926.06,315681.91,268204.49,30,stable
3864,32,Female,Rural,53212.41,6171.11,43284.38,0.03,4,40.37,4,1,1896.29,317956.6,377137.69,33,stable
3865,31,Male,Rural,47499.73,25352.07,426711.08,0.57,7,90.91,1,0,67891.58,77873.44,891523.71,15,stable
3866,27,Male,Rural,48611.78,8155.11,131980.63,0.94,5,11.26,2,0,69707.99,217515.05,73659.87,3,stable
3867,38,Female,Semi-Urban,40668.64,24447.89,58385.41,0.71,4,52.51,0,0,8260.37,474780.72,802386.78,7,stable
3868,51,Male,Semi-Urban,23187.98,14816.2,237031.26,0.49,3,14.59,1,2,92448.58,113570.48,462460.1,14,stable
3869,36,Female,Rural,48620.8,16624.22,90977.5,0.07,2,2.83,0,0,60955.47,190494.38,826999.12,47,stable
3870,44,Female,Urban,58912.26,40741.17,212573.72,0.95,3,93.79,5,0,48488.63,158519.58,57098.94,52,stable
3871,21,Male,Rural,33661.99,11392.03,90206.73,0.54,4,54.74,2,1,19604.25,408853.95,63284.91,49,stable
3872,36,Female,Urban,42381.38,15868.72,303051.01,0.16,3,31.01,2,4,89641.96,98583.15,625139.87,46,stable
3873,24,Female,Semi-Urban,48014.47,16885.43,213287.0,0.96,2,8.41,1,1,6561.99,173794.96,126735.67,15,stable
3874,20,Male,Urban,47365.27,20215.0,384627.75,0.01,2,15.69,2,0,97686.44,445541.0,817043.86,36,stable
3875,27,Male,Semi-Urban,49890.9,32517.92,110902.29,0.91,3,16.4,0,2,40945.16,160375.02,599855.65,27,stable
3876,46,Male,Urban,50992.17,8399.64,97259.05,0.43,4,52.51,2,2,21107.82,66397.86,980328.06,3,stable
3877,44,Female,Rural,35149.74,11833.97,131250.25,0.92,5,1.69,0,0,2921.89,482650.55,850635.3,51,stable
3878,37,Male,Semi-Urban,57036.5,17910.34,178448.44,0.15,1,4.67,2,0,61938.04,354601.16,398459.59,37,stable
3879,19,Female,Urban,43043.1,6884.55,136631.6,0.63,1,26.81,3,0,33057.76,160493.91,933328.79,6,stable
3880,33,Male,Rural,60424.93,34170.93,359375.87,0.57,3,12.82,3,1,70906.68,223095.7,525873.07,25,stable
3881,38,Male,Urban,52050.56,9530.75,60004.98,0.32,2,85.47,1,1,32260.68,156256.85,139533.04,50,increase
3882,36,Male,Urban,55493.33,7107.1,96560.42,0.3,5,84.97,3,3,51236.86,54091.71,123150.36,14,increase
3883,18,Female,Urban,64534.48,44151.91,284452.98,0.26,4,84.19,3,1,87398.58,202164.47,454484.1,22,stable
3884,26,Female,Semi-Urban,56736.44,29410.34,128549.81,0.45,5,8.36,2,1,72191.68,380638.16,979450.14,6,stable
3885,34,Female,Semi-Urban,61362.31,33002.9,412372.89,0.51,3,73.56,2,0,82946.65,365807.42,681461.81,19,stable
3886,40,Male,Rural,73043.99,32506.45,488880.22,0.2,2,5.16,1,0,31547.64,66083.08,800976.08,23,stable
3887,18,Male,Urban,31612.16,6411.11,64918.25,0.63,3,42.27,1,0,85256.78,41671.26,568682.04,23,stable
3888,33,Male,Urban,40596.11,17067.01,133074.18,0.03,3,99.6,2,1,67948.08,251998.18,745522.63,47,stable
3889,36,Male,Semi-Urban,42087.59,23823.11,113292.05,0.64,2,95.01,0,1,18838.41,31750.55,197803.7,7,stable
3890,43,Male,Semi-Urban,69598.34,36545.47,600437.63,0.97,3,31.76,2,1,59316.01,481849.42,298088.76,36,stable
3891,41,Male,Urban,49499.18,24011.1,433226.55,0.9,2,94.38,1,1,30669.33,313074.51,889390.04,0,stable
3892,40,Male,Urban,39215.86,5857.64,38404.22,0.79,2,88.44,2,1,19087.67,59160.19,152160.88,24,increase
3893,27,Female,Urban,35249.94,17221.27,167186.51,0.19,3,30.75,1,1,21486.66,248829.46,387190.18,30,stable
3894,18,Male,Semi-Urban,60989.33,8557.22,64338.04,0.34,2,87.25,3,0,15709.79,489027.09,395448.83,59,increase
3895,31,Male,Urban,54973.37,35766.4,606373.85,0.46,3,50.83,4,1,73914.53,28515.6,99424.25,0,stable
3896,45,Female,Urban,28040.92,17176.06,319462.2,0.19,3,39.6,2,1,14019.01,93503.15,136344.37,49,stable
3897,48,Male,Semi-Urban,40945.84,4668.7,22062.87,0.55,4,50.33,5,0,72511.05,397209.47,918919.6,15,stable
3898,42,Male,Semi-Urban,20188.67,4609.09,12247.01,0.49,0,40.42,0,1,91641.93,108234.87,385221.21,32,stable
3899,39,Female,Semi-Urban,62415.66,27559.19,97586.22,0.59,5,17.18,0,3,11499.13,374994.95,416960.78,53,stable
3900,38,Male,Semi-Urban,50384.62,6395.65,46229.88,0.75,1,96.7,1,1,84486.4,466122.48,598645.22,54,increase
3901,29,Female,Urban,47402.25,30614.07,460380.72,0.44,2,76.99,2,0,86988.86,171482.33,976610.59,8,stable
3902,33,Male,Semi-Urban,28522.52,18232.23,143630.21,0.35,4,2.8,1,0,43188.92,276310.88,420203.15,4,stable
3903,51,Female,Semi-Urban,40451.4,8148.65,160654.12,0.51,1,73.17,3,1,54808.92,407036.26,891508.82,53,increase
3904,25,Male,Urban,59262.12,38657.91,136872.91,0.93,4,27.11,0,2,69122.68,123964.85,999838.24,53,stable
3905,51,Female,Rural,45492.26,23739.49,334390.78,0.5,3,68.05,3,3,80905.44,268406.51,810584.66,32,stable
3906,31,Male,Urban,42075.45,15868.92,163729.1,0.89,2,70.02,5,3,72750.39,100735.36,126357.96,54,decrease
3907,48,Female,Urban,74986.72,28164.33,213228.02,0.12,1,24.5,3,2,70982.62,476255.27,554617.49,45,stable
3908,20,Male,Urban,25820.74,7460.08,90241.7,0.78,3,89.83,4,0,10506.53,234237.55,249378.9,4,increase
3909,40,Male,Urban,40342.66,18212.7,117627.61,0.27,3,57.45,2,2,77359.21,326030.39,379609.87,48,stable
3910,27,Male,Urban,37423.91,17252.69,225274.55,0.26,2,49.96,2,2,21274.43,59180.68,987197.6,24,stable
3911,20,Female,Urban,58294.92,11781.36,234574.15,1.0,1,52.17,2,0,46547.77,339586.14,644115.78,35,stable
3912,37,Female,Urban,54037.47,21091.73,160671.18,0.12,5,80.36,5,0,65119.9,426687.71,471939.63,12,stable
3913,45,Male,Rural,48737.37,8100.94,70453.17,0.28,2,67.69,4,0,40471.41,439705.56,447046.96,57,stable
3914,26,Male,Urban,33255.93,18750.68,330808.51,0.27,3,35.3,2,1,61620.82,177944.55,277974.51,51,stable
3915,20,Female,Urban,53821.62,31060.77,262793.26,0.02,2,14.97,2,2,92509.39,498369.56,186464.39,38,stable
3916,34,Female,Urban,22047.61,13522.77,248789.55,0.5,3,16.56,1,1,3114.62,109586.44,384772.44,44,stable
3917,34,Female,Urban,44692.68,5683.46,82818.14,0.24,4,46.99,2,2,97125.48,487593.98,370598.76,32,stable
3918,40,Female,Urban,41171.45,20576.28,48302.47,0.87,1,60.41,0,0,42626.96,1044.76,186913.97,50,stable
3919,44,Female,Rural,63054.23,39441.18,346883.92,0.05,1,71.37,3,2,73628.46,337596.3,74991.7,24,stable
3920,34,Female,Semi-Urban,58538.82,17630.75,157625.66,0.41,2,5.63,3,0,31610.71,250546.83,257362.24,5,stable
3921,53,Male,Semi-Urban,58267.38,33525.54,214616.32,0.65,2,49.44,1,1,71720.72,377126.15,64546.94,11,stable
3922,37,Male,Urban,52262.73,5405.39,67999.08,0.72,4,96.51,1,4,94473.16,61979.46,572421.21,24,increase
3923,31,Male,Rural,68808.94,34347.25,93852.87,0.76,3,81.67,3,0,81165.22,130318.85,618409.65,51,stable
3924,18,Female,Rural,61662.52,15071.05,191947.58,0.9,0,16.59,2,0,81802.36,426687.66,415009.29,47,stable
3925,32,Female,Rural,34188.06,5022.62,60433.96,0.94,5,69.66,2,1,34971.98,151921.97,746745.8,0,stable
3926,31,Male,Semi-Urban,43171.35,17274.08,249332.65,0.69,1,65.96,2,1,94578.43,247215.47,252998.39,6,stable
3927,44,Male,Semi-Urban,59318.54,18978.25,221909.27,0.66,5,73.0,0,1,4854.32,335859.36,865925.66,37,stable
3928,39,Female,Rural,53510.46,24506.91,196090.32,0.53,5,15.94,3,0,81186.04,41288.09,204580.47,25,stable
3929,23,Male,Semi-Urban,49450.79,30348.07,590666.85,0.43,3,4.66,3,1,91250.06,120643.34,948656.16,8,stable
3930,36,Male,Semi-Urban,55298.24,18537.36,81414.48,0.97,1,68.09,1,1,90696.81,36407.31,180953.92,29,stable
3931,41,Female,Urban,21350.23,14006.56,215336.09,0.66,10,32.03,3,0,13991.04,186089.07,86091.17,22,stable
3932,50,Male,Urban,56025.86,14627.9,83379.24,0.61,5,41.71,4,2,59459.23,72092.39,394378.63,4,stable
3933,43,Male,Urban,67012.22,37979.35,118422.55,0.29,3,5.62,2,0,86323.58,438075.1,624275.38,25,stable
3934,42,Female,Rural,61065.72,29579.57,467115.5,0.38,3,93.54,1,2,82685.13,69109.54,527141.17,34,stable
3935,35,Female,Urban,89894.42,36779.33,641449.43,0.26,3,67.9,1,1,68813.87,84568.25,116664.7,23,stable
3936,38,Female,Rural,56905.56,21031.08,88070.88,0.49,3,75.9,2,0,24641.79,32963.2,315172.99,29,stable
3937,47,Female,Urban,47781.98,30970.79,355207.3,0.37,3,86.48,4,2,56401.97,382691.92,399213.65,43,stable
3938,21,Male,Rural,73046.62,35721.53,539827.85,0.88,2,96.31,1,0,37721.7,435723.73,302510.93,13,stable
3939,31,Male,Semi-Urban,36740.29,11635.08,103176.71,0.5,5,83.7,1,0,86543.92,289582.46,548872.44,60,stable
3940,27,Female,Rural,42968.48,18533.53,184603.37,0.99,3,13.39,2,0,99696.83,492330.03,656887.1,58,stable
3941,38,Female,Semi-Urban,48741.24,20995.22,411353.3,0.77,1,79.59,3,0,61145.75,85062.01,377324.88,9,stable
3942,47,Female,Urban,37644.37,23572.73,356525.14,0.13,5,36.43,0,1,42510.97,129561.87,160792.52,51,stable
3943,29,Male,Semi-Urban,60095.77,7508.61,139576.01,0.2,4,72.23,1,0,33986.0,361352.58,297208.21,32,increase
3944,18,Male,Semi-Urban,63059.63,22983.74,224814.63,0.93,4,44.12,2,0,25440.99,117764.75,253462.44,19,stable
3945,30,Male,Urban,42738.9,17355.26,183386.46,0.96,3,87.89,2,0,97118.58,320785.53,666728.04,59,stable
3946,44,Female,Rural,54873.11,10490.45,204106.2,0.0,3,89.44,4,1,31280.76,167948.03,336980.61,49,increase
3947,40,Female,Rural,54516.3,5477.23,53092.18,0.46,2,15.43,1,0,94902.36,258601.71,161174.54,50,stable
3948,39,Male,Rural,55389.58,5609.95,52821.85,0.26,3,38.35,3,1,51462.92,146417.73,90798.15,28,stable
3949,32,Male,Urban,46133.03,31860.28,463639.88,0.28,4,81.74,4,1,78070.6,102540.5,542869.86,51,stable
3950,22,Female,Rural,39059.2,5684.74,15906.37,0.5,7,78.49,2,0,39675.72,364323.84,444726.41,58,increase
3951,40,Female,Semi-Urban,71041.15,10950.06,109456.57,0.57,0,86.16,1,1,15159.8,229364.9,433306.34,2,increase
3952,26,Female,Urban,38833.28,6778.79,128177.11,0.06,4,93.72,2,0,81645.43,403688.85,665528.23,9,increase
3953,56,Female,Rural,44909.9,31133.86,564731.85,0.66,2,17.75,1,2,20573.22,24800.48,913655.61,37,stable
3954,40,Female,Semi-Urban,64764.89,35412.54,491756.3,0.41,5,44.22,0,0,92067.28,258753.78,223088.21,47,stable
3955,29,Female,Semi-Urban,49505.57,17089.5,170590.29,0.05,2,82.2,2,1,74120.22,47774.08,560470.13,35,stable
3956,28,Female,Rural,83952.97,58114.45,650285.36,0.13,2,92.68,2,2,23349.16,149514.09,712984.48,8,stable
3957,34,Female,Urban,35568.28,15515.62,105321.84,0.05,3,4.24,3,2,15872.22,63137.69,908429.52,1,stable
3958,32,Male,Semi-Urban,38079.89,22246.7,126473.99,0.35,5,58.75,2,1,4372.46,92197.17,451555.27,18,stable
3959,46,Male,Semi-Urban,46427.8,6748.35,46165.74,0.66,5,18.49,2,1,69130.41,127637.51,689309.36,25,stable
3960,36,Male,Semi-Urban,62910.53,41747.13,761487.98,0.61,1,48.99,1,1,22326.52,115729.37,147915.18,35,stable
3961,27,Female,Semi-Urban,51136.9,34339.05,227720.4,0.51,5,7.33,3,1,73911.41,110353.04,135385.53,40,stable
3962,53,Male,Rural,58232.72,35995.12,376081.56,0.66,5,43.9,1,0,53922.22,408416.74,151028.85,52,stable
3963,35,Male,Urban,74210.59,14591.66,217397.33,0.87,7,29.2,2,4,90234.54,216932.04,262703.14,24,stable
3964,42,Male,Semi-Urban,17832.17,1818.41,27920.94,0.25,4,10.52,2,1,66620.26,87551.44,263845.76,3,stable
3965,28,Female,Semi-Urban,24701.25,15786.33,119757.05,0.96,3,33.04,1,1,80338.16,216670.49,754546.61,25,stable
3966,38,Female,Semi-Urban,40524.86,11520.09,76706.59,0.96,2,3.8,4,1,93188.51,251482.79,268353.99,43,stable
3967,38,Female,Urban,47555.45,15113.67,130956.76,0.52,4,77.47,5,2,20383.39,326196.4,815717.89,27,stable
3968,18,Male,Semi-Urban,30201.54,11542.8,44059.98,0.71,2,5.13,3,3,55927.94,269852.44,597187.82,41,stable
3969,55,Male,Urban,69734.25,20263.88,239544.23,0.7,2,45.0,2,2,52167.87,76046.71,948543.33,21,stable
3970,47,Female,Urban,51888.42,23706.43,359454.37,0.67,3,72.03,2,1,55147.63,326444.13,544325.23,3,stable
3971,31,Male,Urban,69241.16,23684.27,147605.31,0.02,1,87.83,2,2,24963.44,255786.81,779192.26,47,stable
3972,23,Male,Urban,48445.02,26114.09,94563.34,0.73,4,29.53,2,0,12871.52,171809.41,423816.95,42,stable
3973,38,Female,Rural,48424.7,5769.49,99206.87,0.73,4,74.26,1,2,30626.39,222249.43,812522.92,2,increase
3974,35,Female,Rural,34534.2,7702.35,137803.13,0.59,1,75.8,4,2,5288.54,430452.91,141091.98,8,increase
3975,38,Female,Rural,49591.8,32175.72,562864.98,0.0,4,29.09,1,1,5951.08,325325.87,962312.61,9,stable
3976,36,Female,Semi-Urban,67421.35,8572.84,82564.0,0.25,1,65.53,2,0,95941.11,48299.03,947780.36,36,stable
3977,40,Female,Urban,58568.21,22635.61,103109.63,0.08,2,33.53,3,1,52834.86,392793.31,198753.23,42,stable
3978,49,Female,Urban,59649.99,12457.41,179426.12,0.48,4,29.47,2,0,29191.89,421999.02,467279.48,27,stable
3979,40,Female,Rural,42974.12,24380.79,93054.11,0.09,3,82.45,1,0,46397.68,224445.79,723259.05,3,stable
3980,24,Female,Rural,35984.01,14819.2,214177.27,0.41,2,57.46,1,0,43136.71,63422.82,118958.61,56,stable
3981,48,Female,Urban,40863.26,21707.58,128430.99,0.23,2,17.61,1,0,16275.31,379740.43,913639.67,36,stable
3982,51,Female,Rural,57074.91,34113.22,134521.35,0.43,2,68.86,1,2,11495.78,250458.52,892107.44,0,stable
3983,65,Female,Semi-Urban,33954.79,18697.34,37994.04,0.44,2,26.06,0,1,8405.6,352082.13,529167.37,4,stable
3984,23,Female,Semi-Urban,46583.82,16094.26,179732.55,0.43,4,78.3,5,2,67594.62,462390.89,432808.25,55,stable
3985,37,Male,Semi-Urban,38277.52,14280.03,250617.53,0.42,2,32.0,1,1,51808.31,156767.78,516973.8,34,stable
3986,18,Female,Urban,35548.0,17525.28,271023.31,0.35,2,30.5,0,0,77602.06,139132.38,835339.05,33,stable
3987,40,Male,Rural,63080.06,34624.41,232120.04,0.81,3,4.56,1,1,12643.68,74228.15,543400.2,3,stable
3988,29,Male,Semi-Urban,50961.07,16474.97,76948.66,0.27,3,70.43,2,1,11474.99,420370.29,190978.16,4,stable
3989,54,Male,Semi-Urban,65772.6,37287.83,718074.89,0.42,2,78.62,3,2,4591.87,294536.34,597288.35,47,stable
3990,27,Female,Semi-Urban,44842.2,4616.91,77987.64,0.97,6,83.81,1,1,87163.48,226670.51,752345.61,6,increase
3991,18,Female,Semi-Urban,65193.54,42196.79,557983.0,0.68,1,89.07,5,1,44189.48,453611.07,857651.75,39,stable
3992,30,Female,Semi-Urban,60573.72,27709.87,230126.62,0.68,3,27.44,2,3,93775.91,56341.1,202456.13,13,stable
3993,18,Female,Rural,38287.05,16822.14,272213.1,0.17,3,24.53,3,2,36132.51,235516.09,202992.27,11,stable
3994,42,Male,Semi-Urban,65520.4,28613.1,250787.78,0.15,4,45.3,2,2,76268.41,112542.7,971331.24,49,stable
3995,18,Male,Semi-Urban,38532.98,4776.16,69660.74,0.01,2,62.36,0,0,34980.75,362085.51,728890.64,27,stable
3996,35,Female,Semi-Urban,70318.42,47088.79,555657.66,0.82,8,99.58,2,0,79771.72,50111.99,517295.72,34,stable
3997,18,Female,Urban,72330.93,40394.66,481102.55,0.75,5,65.0,1,2,49971.2,350585.08,477342.53,56,stable
